7.0, 14.0
7.0, 14.0
7.0, 14.0
6.0, 15.0
7.0, 19.0
5.0, 19.0
6.0, 13.0
6.0, 15.0
3.0, 13.0
6.0, 15.0
3.0, 19.0
9.0, 15.0
6.0, 14.0
5.0, 19.0
6.0, 19.0
8.0, 15.0
8.0, 15.0
5.0, 14.0
10.0, 15.0
7.0, 16.0
6.0, 14.0
3.0, 19.0
7.0, 14.0
8.0, 15.0
7.0, 15.0
8.0, 2.147483647E9
5.0, 15.0
7.0, 15.0
6.0, 19.0
6.0, 15.0
7.0, 14.0
9.0, 14.0
5.0, 15.0
6.0, 15.0
9.0, 14.0
6.0, 15.0
7.0, 13.0
5.0, 14.0
8.0, 14.0
5.0, 19.0
7.0, 13.0
7.0, 15.0
7.0, 14.0
7.0, 14.0
4.0, 14.0
10.0, 15.0
5.0, 15.0
7.0, 14.0
4.0, 15.0
8.0, 15.0
7.0, 15.0
6.0, 15.0
8.0, 15.0
7.0, 14.0
7.0, 15.0
5.0, 14.0
5.0, 14.0
5.0, 14.0
8.0, 15.0
7.0, 13.0
4.0, 14.0
8.0, 15.0
3.0, 13.0
4.0, 15.0
3.0, 13.0
5.0, 14.0
6.0, 2.147483647E9
8.0, 13.0
10.0, 15.0
6.0, 14.0
5.0, 15.0
5.0, 14.0
6.0, 14.0
8.0, 16.0
9.0, 16.0
6.0, 16.0
7.0, 16.0
4.0, 19.0
3.0, 13.0
9.0, 14.0
7.0, 15.0
6.0, 14.0
6.0, 14.0
6.0, 12.0
10.0, 14.0
8.0, 15.0
5.0, 19.0
7.0, 2.147483647E9
9.0, 14.0
4.0, 14.0
8.0, 15.0
8.0, 16.0
7.0, 13.0
9.0, 16.0
6.0, 13.0
8.0, 2.147483647E9
7.0, 15.0
6.0, 12.0
8.0, 19.0
7.0, 2.147483647E9
7.0, 15.0
7.0, 14.0
8.0, 14.0
3.0, 16.0
7.0, 16.0
9.0, 16.0
7.0, 16.0
9.0, 14.0
11.0, 2.147483647E9
6.0, 14.0
7.0, 15.0
7.0, 15.0
5.0, 13.0
4.0, 19.0
8.0, 14.0
5.0, 19.0
8.0, 2.147483647E9
9.0, 16.0
7.0, 15.0
4.0, 2.147483647E9
7.0, 15.0
5.0, 15.0
6.0, 16.0
6.0, 15.0
8.0, 15.0
7.0, 14.0
7.0, 16.0
6.0, 19.0
8.0, 16.0
10.0, 2.147483647E9
8.0, 15.0
2.0, 11.0
4.0, 16.0
9.0, 2.147483647E9
11.0, 2.147483647E9
8.0, 16.0
6.0, 13.0
8.0, 14.0
5.0, 13.0
5.0, 15.0
8.0, 14.0
3.0, 13.0
8.0, 14.0
7.0, 16.0
8.0, 15.0
7.0, 14.0
7.0, 14.0
5.0, 14.0
7.0, 2.147483647E9
8.0, 14.0
6.0, 15.0
6.0, 14.0
6.0, 16.0
9.0, 14.0
5.0, 14.0
8.0, 16.0
7.0, 15.0
8.0, 15.0
6.0, 14.0
6.0, 14.0
7.0, 15.0
7.0, 15.0
4.0, 19.0
5.0, 14.0
7.0, 16.0
4.0, 14.0
10.0, 2.147483647E9
2.0, 14.0
7.0, 16.0
8.0, 15.0
7.0, 15.0
3.0, 14.0
6.0, 15.0
7.0, 15.0
5.0, 2.147483647E9
9.0, 16.0
8.0, 15.0
5.0, 15.0
4.0, 19.0
8.0, 13.0
9.0, 2.147483647E9
5.0, 14.0
6.0, 15.0
5.0, 15.0
7.0, 15.0
6.0, 15.0
9.0, 15.0
8.0, 14.0
8.0, 14.0
8.0, 14.0
9.0, 15.0
8.0, 14.0
8.0, 15.0
8.0, 15.0
4.0, 14.0
3.0, 14.0
4.0, 14.0
8.0, 15.0
7.0, 14.0
9.0, 16.0
4.0, 13.0
7.0, 15.0
5.0, 19.0
6.0, 13.0
7.0, 14.0
9.0, 14.0
5.0, 19.0
8.0, 14.0
5.0, 15.0
7.0, 14.0
8.0, 16.0
8.0, 15.0
5.0, 13.0
6.0, 14.0
5.0, 14.0
6.0, 14.0
9.0, 16.0
4.0, 14.0
7.0, 15.0
8.0, 15.0
7.0, 15.0
8.0, 2.147483647E9
9.0, 15.0
3.0, 13.0
5.0, 13.0
7.0, 15.0
8.0, 16.0
7.0, 15.0
5.0, 15.0
7.0, 14.0
6.0, 13.0
7.0, 15.0
8.0, 15.0
8.0, 16.0
7.0, 15.0
8.0, 15.0
9.0, 2.147483647E9
8.0, 14.0
8.0, 15.0
6.0, 16.0
7.0, 13.0
4.0, 19.0
4.0, 19.0
6.0, 15.0
6.0, 16.0
4.0, 13.0
6.0, 19.0
4.0, 19.0
6.0, 15.0
6.0, 15.0
4.0, 19.0
4.0, 2.147483647E9
5.0, 15.0
4.0, 19.0
6.0, 14.0
5.0, 15.0
6.0, 15.0
6.0, 13.0
5.0, 15.0
6.0, 14.0
7.0, 16.0
6.0, 16.0
4.0, 19.0
9.0, 14.0
8.0, 16.0
6.0, 16.0
7.0, 13.0
10.0, 15.0
9.0, 14.0
9.0, 16.0
7.0, 15.0
4.0, 14.0
5.0, 13.0
5.0, 14.0
7.0, 15.0
5.0, 13.0
9.0, 15.0
4.0, 15.0
4.0, 19.0
3.0, 13.0
6.0, 14.0
6.0, 15.0
6.0, 15.0
6.0, 15.0
7.0, 15.0
8.0, 15.0
6.0, 15.0
6.0, 15.0
5.0, 19.0
9.0, 16.0
2.0, 14.0
7.0, 15.0
9.0, 15.0
4.0, 15.0
7.0, 16.0
6.0, 15.0
8.0, 14.0
6.0, 15.0
6.0, 15.0
6.0, 15.0
9.0, 14.0
2.0, 12.0
8.0, 15.0
8.0, 15.0
7.0, 13.0
7.0, 15.0
6.0, 13.0
9.0, 15.0
6.0, 15.0
5.0, 19.0
7.0, 14.0
8.0, 2.147483647E9
8.0, 15.0
5.0, 15.0
4.0, 15.0
8.0, 16.0
8.0, 14.0
6.0, 15.0
6.0, 16.0
3.0, 19.0
9.0, 14.0
8.0, 14.0
4.0, 15.0
5.0, 14.0
7.0, 19.0
6.0, 13.0
5.0, 19.0
8.0, 14.0
7.0, 15.0
9.0, 15.0
7.0, 15.0
5.0, 14.0
7.0, 15.0
6.0, 19.0
8.0, 16.0
3.0, 19.0
5.0, 19.0
8.0, 2.147483647E9
5.0, 19.0
7.0, 14.0
6.0, 19.0
7.0, 16.0
3.0, 19.0
8.0, 16.0
5.0, 13.0
8.0, 15.0
8.0, 15.0
9.0, 2.147483647E9
5.0, 14.0
5.0, 14.0
8.0, 13.0
8.0, 15.0
5.0, 15.0
8.0, 15.0
6.0, 15.0
4.0, 14.0
6.0, 15.0
4.0, 13.0
5.0, 2.147483647E9
9.0, 13.0
5.0, 16.0
7.0, 2.147483647E9
4.0, 19.0
8.0, 15.0
5.0, 14.0
4.0, 14.0
10.0, 14.0
7.0, 15.0
6.0, 15.0
9.0, 16.0
7.0, 12.0
6.0, 14.0
7.0, 15.0
8.0, 15.0
6.0, 14.0
6.0, 15.0
6.0, 14.0
4.0, 15.0
5.0, 13.0
6.0, 13.0
5.0, 14.0
7.0, 14.0
4.0, 13.0
6.0, 14.0
8.0, 15.0
5.0, 14.0
8.0, 14.0
9.0, 14.0
7.0, 15.0
9.0, 14.0
11.0, 2.147483647E9
7.0, 14.0
8.0, 15.0
7.0, 16.0
8.0, 2.147483647E9
7.0, 13.0
7.0, 13.0
6.0, 13.0
7.0, 14.0
5.0, 14.0
8.0, 16.0
6.0, 15.0
6.0, 16.0
6.0, 15.0
4.0, 15.0
10.0, 2.147483647E9
6.0, 15.0
4.0, 19.0
8.0, 14.0
7.0, 14.0
7.0, 15.0
6.0, 14.0
8.0, 16.0
6.0, 14.0
6.0, 15.0
8.0, 14.0
6.0, 14.0
8.0, 15.0
10.0, 15.0
4.0, 19.0
6.0, 15.0
6.0, 15.0
4.0, 15.0
9.0, 14.0
6.0, 15.0
3.0, 13.0
6.0, 14.0
8.0, 15.0
8.0, 15.0
8.0, 15.0
3.0, 16.0
7.0, 15.0
8.0, 14.0
8.0, 15.0
7.0, 15.0
7.0, 19.0
8.0, 2.147483647E9
7.0, 16.0
6.0, 14.0
5.0, 19.0
8.0, 15.0
7.0, 16.0
5.0, 14.0
8.0, 14.0
7.0, 15.0
4.0, 14.0
6.0, 15.0
5.0, 14.0
6.0, 15.0
5.0, 14.0
6.0, 15.0
3.0, 16.0
8.0, 15.0
9.0, 2.147483647E9
8.0, 14.0
7.0, 2.147483647E9
4.0, 19.0
9.0, 16.0
1.0, 12.0
2.0, 11.0
4.0, 19.0
5.0, 14.0
4.0, 14.0
5.0, 15.0
6.0, 15.0
2.0, 14.0
10.0, 2.147483647E9
5.0, 15.0
8.0, 14.0
5.0, 14.0
8.0, 14.0
3.0, 19.0
5.0, 13.0
5.0, 15.0
6.0, 14.0
6.0, 14.0
9.0, 14.0
6.0, 14.0
5.0, 19.0
6.0, 13.0
4.0, 2.147483647E9
8.0, 15.0
7.0, 14.0
4.0, 15.0
5.0, 14.0
5.0, 14.0
7.0, 16.0
7.0, 15.0
8.0, 14.0
9.0, 16.0
6.0, 14.0
5.0, 15.0
9.0, 14.0
10.0, 16.0
8.0, 13.0
